"ID","LEVEL","SCORE","KILLDEATH","WINRATIO","PLAYTIME","MOST1","tear","attack","defence","charge","support","group","heaven"
"Assassin",1071,4122,2.36,38,3,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"wookhyeong",548,4122,2.38,59,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"Smile",160,4122,2.24,48,4,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Woohee",313,4122,2.12,57,4,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"Supreme",619,4122,2.99,59,5,"Widowmaker","grandmaster",0,1,0,0,"defence","yes"
"À×¿©ÇÑ¹é¼ö",804,4122,1.07,54,6,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"À±¶×",90,4122,2.45,51,9,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¹Ì¯Q³ğ",462,4122,2.87,56,8,"Ana","grandmaster",0,0,0,1,"support","yes"
"Crescent",471,4122,2.59,51,14,"Reaper","grandmaster",1,0,0,0,"attack","yes"
"µÎÈÄµÎÈÄ",404,4122,1.62,53,14,"Winston","grandmaster",0,0,1,0,"charge","yes"
"yojung",229,4122,2.18,49,16,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¾¾´ÏÄÃ",760,4122,2.99,50,21,"Sombra","grandmaster",1,0,0,0,"attack","yes"
"Á¤Çö",501,4122,2.76,54,23,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Felix",296,4122,2.26,56,24,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Á¤È£",413,4122,0.9,51,25,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Àú°İ°èÁ¤",150,4122,2.37,49,40,"Pharah","grandmaster",1,0,0,0,"attack","yes"
"ISTTOME",152,4122,2.22,48,49,"Genji","grandmaster",1,0,0,0,"attack","yes"
"ÃÊ·©ÀÌ¹æÁ¤",463,4121,4.47,90,1,"Ana","grandmaster",0,0,0,1,"support","yes"
"Ä«¿ÍÀÌ",127,4121,1.74,50,2,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"Lucio",544,4121,2.09,67,2,"Mercy","grandmaster",0,0,0,1,"support","yes"
"Yuz",451,4121,1.59,21,2,"Genji","grandmaster",1,0,0,0,"attack","yes"
"¿ø¼¦",484,4121,2.53,53,2,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Kakalbert",179,4121,2.64,62,5,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"°£³íÈ÷¸Ş",625,4121,2.3,56,6,"Ana","grandmaster",0,0,0,1,"support","yes"
"¼®Çö",634,4121,2.82,46,7,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"½´º§½ºÅ°",359,4121,2.62,56,7,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"³×ÅÍ±×·¥",348,4121,3.3,52,9,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"Àººû¸Å",70,4121,2.56,53,10,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Ä«ÀÌ·¬",297,4121,1.26,54,14,"Mercy","grandmaster",0,0,0,1,"support","yes"
"DOKING",503,4121,1.92,49,14,"McCree","grandmaster",1,0,0,0,"attack","yes"
"°£µğ",301,4121,1.56,49,18,"Widowmaker","grandmaster",0,1,0,0,"defence","yes"
"°ÕÁöÁ¶",759,4121,2.6,53,19,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"BungGgae",47,4121,4.64,68,18,"Ana","grandmaster",0,0,0,1,"support","yes"
"¸£¾Æ",573,4121,2.75,51,21,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Only",379,4121,2.08,58,29,"Ana","grandmaster",0,0,0,1,"support","yes"
"¸¦¸¦¸¦¸¦¸¦",188,4121,2.55,49,31,"Winston","grandmaster",0,0,1,0,"charge","yes"
"ANA",397,4121,2.38,49,31,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"¿À¹ö¿öÄ¡",756,4121,2.18,52,36,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¹èÁ¾´ö",310,4121,1.32,54,36,"Reinhardt","grandmaster",0,0,1,0,"charge","yes"
"homing",466,4121,2.91,50,53,"Genji","grandmaster",1,0,0,0,"attack","yes"
"VANDIVUL",91,4121,2.43,56,67,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Hoya",380,4120,3,69,3,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"PharahTeamXD",37,4120,0.74,17,4,"McCree","grandmaster",1,0,0,0,"attack","yes"
"NANO",655,4120,2.41,56,5,"Mercy","grandmaster",0,0,0,1,"support","yes"
"¾Æ¹ö´Ô",714,4120,2.49,49,7,"Ana","grandmaster",0,0,0,1,"support","yes"
"Tae",493,4120,3.6,46,6,"Ana","grandmaster",0,0,0,1,"support","yes"
"RoyalCoffe",484,4120,3.15,60,7,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Cat",38,4120,2.47,54,10,"Widowmaker","grandmaster",0,1,0,0,"defence","yes"
"springrain",651,4120,1.59,53,11,"Ana","grandmaster",0,0,0,1,"support","yes"
"a1oe",198,4120,2.58,60,11,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"KJJ",357,4120,0.53,55,11,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"dudfhr",559,4120,2.58,46,13,"Ana","grandmaster",0,0,0,1,"support","yes"
"Lucid",678,4120,2.02,55,13,"Genji","grandmaster",1,0,0,0,"attack","yes"
"NakYup",1265,4120,1.96,55,14,"Mercy","grandmaster",0,0,0,1,"support","yes"
"YHAR",399,4120,2.26,51,17,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"¸®ÆÛ",708,4120,1.68,48,18,"McCree","grandmaster",1,0,0,0,"attack","yes"
"<U+051E><U+051E><U+051E><U+051E><U+051E><U+051E>",221,4120,4.74,80,22,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Á¾È£ÀÇ¼ö¸é±³½Ç",1056,4120,2.26,51,26,"Mercy","grandmaster",0,0,0,1,"support","yes"
"MONDAY",413,4119,2.96,60,2,"Genji","grandmaster",1,0,0,0,"attack","yes"
"°í´ë",347,4119,3.15,80,1,"Genji","grandmaster",1,0,0,0,"attack","yes"
"JureKa",173,4119,2.06,65,2,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"wizdomiot",70,4119,1.64,47,3,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Oliver",559,4119,2.27,48,4,"Winston","grandmaster",0,0,1,0,"charge","yes"
"sky0428",451,4119,2.13,67,4,"Lucio","grandmaster",0,0,0,1,"support","yes"
"dkssud",191,4119,2.21,50,4,"McCree","grandmaster",1,0,0,0,"attack","yes"
"°«Á¶Çù",246,4119,1.78,50,6,"Mercy","grandmaster",0,0,0,1,"support","yes"
"Alpaca",269,4119,2.84,52,9,"McCree","grandmaster",1,0,0,0,"attack","yes"
"ÆÈµµº¸ºö¸é",732,4119,2.57,55,9,"Lucio","grandmaster",0,0,0,1,"support","yes"
"TeamKR",808,4119,2.2,50,9,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"Rebatein",769,4119,1.72,46,12,"Genji","grandmaster",1,0,0,0,"attack","yes"
"DaSoo",467,4119,2.13,57,17,"McCree","grandmaster",1,0,0,0,"attack","yes"
"YouCanSeeMe",209,4119,2.47,51,20,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"BNGano",168,4119,2.13,63,36,"Genji","grandmaster",1,0,0,0,"attack","yes"
"STEP",1721,4119,2.81,50,74,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Frank",294,4118,3.38,62,2,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Buvi",459,4118,1.76,60,4,"Genji","grandmaster",1,0,0,0,"attack","yes"
"¹«Çö",155,4118,2.6,63,3,"Roadhog","grandmaster",0,0,1,0,"charge","yes"
"ÆÄ¶ó°íÀÎÃ¨¾Æ´Ô",221,4118,2.8,50,3,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Á¶°³¾È¿¡°³ºÒ³Ö±â",606,4118,2.28,50,4,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Àá¸¸º¸",422,4118,2.53,62,4,"Ana","grandmaster",0,0,0,1,"support","yes"
"È«ÀÌ¶û²²",470,4118,2.54,35,5,"Lucio","grandmaster",0,0,0,1,"support","yes"
"EsaA",137,4118,2.31,52,5,"Genji","grandmaster",1,0,0,0,"attack","yes"
"¹Ì´©",246,4118,2.28,55,6,"Winston","grandmaster",0,0,1,0,"charge","yes"
"ClawTich",573,4118,1.95,41,7,"McCree","grandmaster",1,0,0,0,"attack","yes"
"IgniS",210,4118,2.84,53,6,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Á¤ÆÇÈ£",392,4118,3.52,67,5,"Ana","grandmaster",0,0,0,1,"support","yes"
"Ronaldinho",452,4118,2.49,52,9,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"³©±ø",94,4118,1.42,49,8,"Ana","grandmaster",0,0,0,1,"support","yes"
"Sini",488,4118,1.48,47,11,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ÇÃ·Î¿ì½Ä",607,4118,1.63,46,12,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ÄğÇÑ¿ÀÂ¡¾î",239,4118,1.72,53,14,"Ana","grandmaster",0,0,0,1,"support","yes"
"¹¹ÇÏÁö",138,4118,1.78,52,17,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Bazzi",899,4118,2.28,45,16,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"UCANFLY",570,4118,2.75,55,16,"Genji","grandmaster",1,0,0,0,"attack","yes"
"ªÑªÔª×ªÚªİ",463,4118,3.18,52,16,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"¸ÆÅ¥",858,4118,1.4,52,19,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"insanity",711,4118,2.9,51,19,"Winston","grandmaster",0,0,1,0,"charge","yes"
"¸Æµµ³¯µå¾óÀ½µµµÏ",602,4118,2.17,50,21,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÇÏ·ç¹ß¹Ù´Ú",712,4118,0.56,58,25,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"flex",435,4118,2.71,50,28,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Mercedes",891,4118,2.46,53,31,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"³ª´Â°­ÁãÅ©¾ÓÅ©¾Ó",567,4117,1.48,40,2,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"dudeshit",333,4117,3.76,45,2,"Mercy","grandmaster",0,0,0,1,"support","yes"
"i8Ivv",153,4117,4.18,67,1,"Ana","grandmaster",0,0,0,1,"support","yes"
"Áö¶ò",341,4117,1.8,60,2,"Lucio","grandmaster",0,0,0,1,"support","yes"
"¬Ãã–jÆÄ°ÔÁÂ",584,4117,2.85,67,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"Diplo",305,4117,1.49,37,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"¾ÆÅè",991,4117,2.75,40,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"¼®¾çÀÌÁø´Ù",847,4117,2.01,32,3,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Vanessa",594,4117,2.63,62,4,"Mercy","grandmaster",0,0,0,1,"support","yes"
"NiX",500,4117,3.84,50,5,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¸íÁø³óÀå",190,4117,3.05,64,4,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Reincarnatio",820,4117,3.27,50,5,"Mercy","grandmaster",0,0,0,1,"support","yes"
"Roman",228,4117,2.55,48,6,"Genji","grandmaster",1,0,0,0,"attack","yes"
"S3XY",102,4117,2.99,59,6,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"ReuBen",431,4117,3.68,49,7,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Ä¿¹Ì»ç¸£",347,4117,2.55,59,7,"Genji","grandmaster",1,0,0,0,"attack","yes"
"bear",906,4117,2.71,48,8,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"»ñ°«",622,4117,2.82,48,10,"Lucio","grandmaster",0,0,0,1,"support","yes"
"¸®´©½º",379,4117,1.97,54,9,"Widowmaker","grandmaster",0,1,0,0,"defence","yes"
"Zer04",870,4117,2.64,54,10,"Ana","grandmaster",0,0,0,1,"support","yes"
"¹Ö¹Ö",683,4117,2.94,58,12,"Winston","grandmaster",0,0,1,0,"charge","yes"
"À±Â¯",347,4117,2.96,57,12,"Winston","grandmaster",0,0,1,0,"charge","yes"
"ÀçÁø¶×¶¯¸Ç",669,4117,2.8,59,12,"Winston","grandmaster",0,0,1,0,"charge","yes"
"¹ÚÇö¿ì",431,4117,1.5,54,14,"Winston","grandmaster",0,0,1,0,"charge","yes"
"KoreanGosu",242,4117,3.05,62,13,"Genji","grandmaster",1,0,0,0,"attack","yes"
"°ÕÁö",341,4117,2.09,45,16,"Genji","grandmaster",1,0,0,0,"attack","yes"
"±è³ëÃ¶",736,4117,2.39,62,17,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Hilla",239,4117,3.61,58,22,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Rice",180,4117,2.33,53,27,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¿åÇÏ¸é´øÁü",313,4117,2.22,50,30,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Macaroon",121,4117,0.35,55,31,"Winston","grandmaster",0,0,1,0,"charge","yes"
"handmin",706,4117,2.17,50,35,"Genji","grandmaster",1,0,0,0,"attack","yes"
"¸ÆÅ©¸®",496,4117,2.35,55,40,"Ana","grandmaster",0,0,0,1,"support","yes"
"È÷¸¶¿Í¸®",291,4117,2.2,53,44,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"Daniel",317,4117,2.52,52,49,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"Aiming",213,4117,3.31,54,57,"Winston","grandmaster",0,0,1,0,"charge","yes"
"¶óÀÌÄ«",467,4117,2.39,54,69,"Genji","grandmaster",1,0,0,0,"attack","yes"
"ÀÌ°Ô²ø·Á",107,4116,3.39,60,1,"Lucio","grandmaster",0,0,0,1,"support","yes"
"·ù¸ª",364,4116,1.95,47,2,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"Ask",1073,4116,2.03,47,3,"Winston","grandmaster",0,0,1,0,"charge","yes"
"CRUMBLE",312,4116,2.06,41,3,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"¾çÈÖ",375,4116,3.71,50,3,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"SwBlack",699,4116,2.07,52,4,"Lucio","grandmaster",0,0,0,1,"support","yes"
"´«»ç¶÷",335,4116,2.33,55,3,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¸Á°í½ºÆ¾",465,4116,2.46,56,5,"Mercy","grandmaster",0,0,0,1,"support","yes"
"Èú¾ø´ÂÈú·¯",563,4116,2.63,76,7,"Reinhardt","grandmaster",0,0,1,0,"charge","yes"
"¸óÁö",543,4116,2.17,53,7,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Ã³Á¦¸ÕÀú¾Ä°íÀÖ¾î",569,4116,1.7,55,8,"Genji","grandmaster",1,0,0,0,"attack","yes"
"È²Á¦",560,4116,3.48,52,7,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Epic",749,4116,2.37,52,13,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ºñ¿ÍÀÌ",256,4116,1.75,51,13,"Winston","grandmaster",0,0,1,0,"charge","yes"
"È£¶û³ªºñ",581,4116,3.06,52,16,"Roadhog","grandmaster",0,0,1,0,"charge","yes"
"LeeWooSuk",432,4116,2.09,50,31,"Reinhardt","grandmaster",0,0,1,0,"charge","yes"
"ÇÑÁ¶",581,4116,2.29,55,44,"McCree","grandmaster",1,0,0,0,"attack","yes"
"jay10",338,4116,2.96,59,47,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¹äÁØ´Ù¿Í",216,4115,1.74,40,2,"Winston","grandmaster",0,0,1,0,"charge","yes"
"NewnEW",273,4115,2.77,57,2,"Winston","grandmaster",0,0,1,0,"charge","yes"
"thief",460,4115,3.11,63,4,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"quick1y",190,4115,2.2,58,5,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"HowRU",123,4115,2.16,65,6,"Winston","grandmaster",0,0,1,0,"charge","yes"
"HelleN",139,4115,2.83,44,6,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"°í´Ï",621,4115,2.79,52,8,"Ana","grandmaster",0,0,0,1,"support","yes"
"Zusa",451,4115,2.17,43,10,"Winston","grandmaster",0,0,1,0,"charge","yes"
"ElDios",456,4115,2.32,57,11,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"ÂüÄ¡",631,4115,1.33,56,13,"Ana","grandmaster",0,0,0,1,"support","yes"
"Andrewchao",663,4115,3.11,54,17,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"AnRyu",160,4115,2.41,48,21,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Maestro",258,4115,1.91,54,22,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"VANSQUAD",96,4115,3.79,65,25,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¸ğÄµ",526,4115,1.98,51,26,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"songhana",365,4115,1.18,54,35,"Ana","grandmaster",0,0,0,1,"support","yes"
"Bano",762,4115,2.77,50,51,"Winston","grandmaster",0,0,1,0,"charge","yes"
"HacK",441,4115,1.93,52,70,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"Maybe",665,4114,2.65,44,3,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Æò¸é¼¼°èÀÇ¿©ÀÚ",374,4114,3.37,58,3,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"µµÆ²·¯",601,4114,1.49,35,3,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Control",527,4114,1.83,55,4,"Genji","grandmaster",1,0,0,0,"attack","yes"
"DeathValley",580,4114,2.77,67,5,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Nishimiya",181,4114,3.03,65,5,"Ana","grandmaster",0,0,0,1,"support","yes"
"guri",54,4114,3.35,57,5,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ENDORMIR",311,4114,1.59,35,6,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Exile",132,4114,2.43,53,6,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"Actor",164,4114,2.36,56,7,"Genji","grandmaster",1,0,0,0,"attack","yes"
"¸Ş¸£½Ã¿ÀÇÇ",688,4114,2.71,54,7,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¿¡¹İ°Ô¸®¿Â",539,4114,2.48,52,8,"Mercy","grandmaster",0,0,0,1,"support","yes"
"SUDDENATTACK",317,4114,2.22,50,10,"McCree","grandmaster",1,0,0,0,"attack","yes"
"BEST",165,4114,2.82,56,11,"Ana","grandmaster",0,0,0,1,"support","yes"
"µÎºÎ",204,4114,1.38,58,11,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"À¸¶ä",688,4114,0.45,55,16,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"±â¸°½Ã",146,4114,1.9,51,33,"Lucio","grandmaster",0,0,0,1,"support","yes"
"¿©¿ì",368,4113,2.26,40,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"Eludo",350,4113,4.78,89,1,"Ana","grandmaster",0,0,0,1,"support","yes"
"kyleeuc",322,4113,2.54,67,1,"Winston","grandmaster",0,0,1,0,"charge","yes"
"½º¹°´Ù¼¸¹øÂ°¹ã",439,4113,2.67,73,1,"Genji","grandmaster",1,0,0,0,"attack","yes"
"°øÀÏÀÌ°ø",104,4113,2.75,63,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"¸¸µÎ°®´ÙÁà",534,4113,2.58,53,3,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"Marin",335,4113,3.07,58,3,"Winston","grandmaster",0,0,1,0,"charge","yes"
"NiTroCharge",219,4113,2.62,42,3,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"¹ÌÃ÷ÇÏ",138,4113,3.15,70,4,"Winston","grandmaster",0,0,1,0,"charge","yes"
"°¡ÀÌÄÚ",378,4113,2.52,47,9,"Genji","grandmaster",1,0,0,0,"attack","yes"
"°Ü¿ï³ª±×³×",664,4113,2.45,56,9,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"merami",277,4113,3.29,56,10,"Genji","grandmaster",1,0,0,0,"attack","yes"
"ÀÓ³ª¿¬",620,4113,2.29,52,12,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ChaNyang",252,4113,3.06,64,12,"Mercy","grandmaster",0,0,0,1,"support","yes"
"Marill",103,4113,2.48,55,17,"Doomfist","grandmaster",1,0,0,0,"attack","yes"
"PIGMIRAGE",831,4112,5.12,90,1,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÀÎÈ£",112,4112,2.6,50,2,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"Victoria",189,4112,1.43,56,3,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"realment",447,4112,2.23,50,3,"McCree","grandmaster",1,0,0,0,"attack","yes"
"ADDXX",224,4112,2.6,57,5,"Winston","grandmaster",0,0,1,0,"charge","yes"
"BoB",197,4112,2.91,63,4,"Winston","grandmaster",0,0,1,0,"charge","yes"
"JungDong",274,4112,1.94,46,5,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"harry0015",372,4112,3.04,57,5,"Genji","grandmaster",1,0,0,0,"attack","yes"
"¾Ï»ì",57,4112,3.53,62,5,"Winston","grandmaster",0,0,1,0,"charge","yes"
"±èµ¿Çö",580,4112,2.2,54,7,"Winston","grandmaster",0,0,1,0,"charge","yes"
"±è¿ë°Ç",849,4112,3.79,53,8,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"BLIND",54,4112,2.42,38,7,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"SuperNinja",130,4112,2.79,52,9,"Doomfist","grandmaster",1,0,0,0,"attack","yes"
"unknown",98,4112,2.27,39,9,"McCree","grandmaster",1,0,0,0,"attack","yes"
"yocy",78,4112,2.17,58,9,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"°¡ÅÍº§Æ®½ºÅ¸Å·",81,4112,3.33,66,10,"McCree","grandmaster",1,0,0,0,"attack","yes"
"·ÎÀÌ",416,4112,2.9,64,10,"Ana","grandmaster",0,0,0,1,"support","yes"
"´ë±â±Ç",394,4112,2.38,42,12,"Lucio","grandmaster",0,0,0,1,"support","yes"
"½Ã·Î",87,4112,2.46,62,13,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¼®¾ç",179,4112,2.1,54,14,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"NOTINVoicHat",1133,4112,2.14,57,15,"Doomfist","grandmaster",1,0,0,0,"attack","yes"
"Dayfly",431,4112,2.07,44,17,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¿ìÁ¤ÀÇÃÑÅº",99,4112,2.25,55,19,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ÇĞ»ì",247,4112,3.03,64,24,"McCree","grandmaster",1,0,0,0,"attack","yes"
"escape",1146,4112,1.84,50,60,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"ÀÌ¸í±Ô",420,4111,2.29,70,1,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ÀÌ¸í±Ô",420,4111,2.29,70,1,"Genji","grandmaster",1,0,0,0,"attack","yes"
"·¯ºê½ÃÆ¼",290,4111,2.39,40,2,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"BLKieatuup",673,4111,4.69,58,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"ACE",493,4111,2.82,69,2,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¾ËÆÄÄ«",301,4111,2.82,50,2,"Reinhardt","grandmaster",0,0,1,0,"charge","yes"
"¹®º´Áø",262,4111,2.81,64,2,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"»ó¾î¸À»çÅÁ",603,4111,2.41,54,5,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"µ¢¾î¸®",739,4111,1.41,45,5,"Lucio","grandmaster",0,0,0,1,"support","yes"
"È£2",382,4111,2.36,45,5,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"PachiMari",319,4111,4,72,6,"Winston","grandmaster",0,0,1,0,"charge","yes"
"MoguMogu",155,4111,3.7,62,6,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"Snorlax",226,4111,2.85,71,7,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"¸¶¿Õ",391,4111,0.67,62,13,"Lucio","grandmaster",0,0,0,1,"support","yes"
"³»¸ñ¼ûÀ»¾ÆÀÌ¾î¿¡",477,4111,2.14,47,17,"Lucio","grandmaster",0,0,0,1,"support","yes"
"zezemanx",219,4111,1,60,18,"Winston","grandmaster",0,0,1,0,"charge","yes"
"À¯Á¾»ó",396,4110,0.97,56,1,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¿î»¡°ÔÀÓ",374,4110,1.27,50,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"mirrormental",297,4110,2.08,45,3,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¸ğ·¡¹İÁö»§¾å",269,4110,2.92,47,3,"Winston","grandmaster",0,0,1,0,"charge","yes"
"BJyang",654,4110,2.55,80,4,"Ana","grandmaster",0,0,0,1,"support","yes"
"åÓä²<U+64E0>ÔãÔã",841,4110,3.26,55,6,"Ana","grandmaster",0,0,0,1,"support","yes"
"»Ñ²Ùºü²Ù»Ñ²Ù",334,4110,2.76,50,6,"Ana","grandmaster",0,0,0,1,"support","yes"
"°ÕÁöÃæ",686,4110,2.64,61,6,"Genji","grandmaster",1,0,0,0,"attack","yes"
"PrettyJun",260,4110,2.34,52,7,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"Makesome",143,4110,2.35,49,13,"Pharah","grandmaster",1,0,0,0,"attack","yes"
"Freaker",426,4110,1.85,47,13,"Ana","grandmaster",0,0,0,1,"support","yes"
"Ubiquitous",1229,4110,2.41,48,14,"Mercy","grandmaster",0,0,0,1,"support","yes"
"°ÇÀüÁö1",1035,4110,1.37,51,18,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"CandleLight",994,4110,1.84,60,18,"Mercy","grandmaster",0,0,0,1,"support","yes"
"´ë·Î",626,4110,3.2,53,22,"Mercy","grandmaster",0,0,0,1,"support","yes"
"½Ã±İÄ¡",269,4110,2.97,54,25,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ÇÎÆş",237,4110,2.18,48,29,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Àå¹Ì",880,4110,3.25,62,30,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"¾Æ³ª",581,4110,1.5,52,30,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ADHD",486,4110,2.23,53,31,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"Hater",596,4110,2.55,52,45,"Winston","grandmaster",0,0,1,0,"charge","yes"
"³ëÁö°­",640,4110,2.5,53,43,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Ci3Lo",461,4110,1.79,45,47,"Widowmaker","grandmaster",0,1,0,0,"defence","yes"
"Reaka",568,4110,0.93,51,54,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Sinsu",867,4110,2.39,50,61,"Lucio","grandmaster",0,0,0,1,"support","yes"
"awaiT4u",358,4109,1.95,20,1,"Genji","grandmaster",1,0,0,0,"attack","yes"
